CVEGEO,NOM_ENT,NOMGEO,NOMGEO2,NOM_ENT2
20569,Oaxaca,Santa Inés de Zaragoza,santa ines de zaragoza,oaxaca
20546,Oaxaca,Teotitlán del Valle,teotitlan del valle,oaxaca
21016,Puebla,Aquixtla,aquixtla,puebla
21086,Puebla,Jalpan,jalpan,puebla
21117,Puebla,Rafael Lara Grajales,rafael lara grajales,puebla
21021,Puebla,Atzala,atzala,puebla
21107,Puebla,Olintla,olintla,puebla
21159,Puebla,Teopantlán,teopantlan,puebla
21181,Puebla,Tlaltenango,tlaltenango,puebla
22014,Querétaro,Querétaro,queretaro,queretaro
24035,San Luis Potosí,Soledad de Graciano Sánchez,soledad de graciano sanchez,san luis potosi
21045,Puebla,Chalchicomula de Sesma,chalchicomula de sesma,puebla
21058,Puebla,Chilchotla,chilchotla,puebla
21071,Puebla,Huauchinango,huauchinango,puebla
21148,Puebla,Santa Isabel Cholula,santa isabel cholula,puebla
21151,Puebla,Santo Tomás Hueyotlipan,santo tomas hueyotlipan,puebla
22009,Querétaro,Jalpan de Serra,jalpan de serra,queretaro
22018,Querétaro,Tolimán,toliman,queretaro
21101,Puebla,Nauzontla,nauzontla,puebla
24029,San Luis Potosí,San Martín Chalchicuautla,san martin chalchicuautla,san luis potosi
21031,Puebla,Coatzingo,coatzingo,puebla
21082,Puebla,Ixcaquixtla,ixcaquixtla,puebla
21108,Puebla,Oriental,oriental,puebla
21177,Puebla,Tlacotepec de Benito Juárez,tlacotepec de benito juarez,puebla
22004,Querétaro,Cadereyta de Montes,cadereyta de montes,queretaro
23006,Quintana Roo,José María Morelos,jose maria morelos,quintana roo
24001,San Luis Potosí,Ahualulco,ahualulco,san luis potosi
20550,Oaxaca,San Jerónimo Tlacochahuaya,san jeronimo tlacochahuaya,oaxaca
20556,Oaxaca,La Trinidad Vista Hermosa,la trinidad vista hermosa,oaxaca
21179,Puebla,Tlachichuca,tlachichuca,puebla
21051,Puebla,Chietla,chietla,puebla
20537,Oaxaca,Silacayoápam,silacayoapam,oaxaca
21006,Puebla,Ahuacatlán,ahuacatlan,puebla
21144,Puebla,San Salvador Huixcolotla,san salvador huixcolotla,puebla
21178,Puebla,Tlacuilotepec,tlacuilotepec,puebla
20563,Oaxaca,Yogana,yogana,oaxaca
21040,Puebla,Cuautinchán,cuautinchan,puebla
21183,Puebla,Tlaola,tlaola,puebla
21186,Puebla,Tlatlauquitepec,tlatlauquitepec,puebla
21060,Puebla,Domingo Arenas,domingo arenas,puebla
21111,Puebla,Pantepec,pantepec,puebla
21209,Puebla,Zapotitlán,zapotitlan,puebla
21149,Puebla,Santiago Miahuatlán,santiago miahuatlan,puebla
21184,Puebla,Tlapacoya,tlapacoya,puebla
21189,Puebla,Tochtepec,tochtepec,puebla
24034,San Luis Potosí,San Vicente Tancuayalab,san vicente tancuayalab,san luis potosi
20536,Oaxaca,San Vicente Nuñú,san vicente nunu,oaxaca
21034,Puebla,Coronango,coronango,puebla
21042,Puebla,Cuayuca de Andrade,cuayuca de andrade,puebla
21112,Puebla,Petlalcingo,petlalcingo,puebla
21157,Puebla,Tehuitzingo,tehuitzingo,puebla
23007,Quintana Roo,Lázaro Cárdenas,lazaro cardenas,quintana roo
21132,Puebla,San Martín Texmelucan,san martin texmelucan,puebla
20529,Oaxaca,Santos Reyes Yucuná,santos reyes yucuna,oaxaca
21035,Puebla,Coxcatlán,coxcatlan,puebla
22012,Querétaro,Pedro Escobedo,pedro escobedo,queretaro
21024,Puebla,Axutla,axutla,puebla
21211,Puebla,Zaragoza,zaragoza,puebla
20533,Oaxaca,Santo Tomás Tamazulapan,santo tomas tamazulapan,oaxaca
24026,San Luis Potosí,San Antonio,san antonio,san luis potosi
21123,Puebla,San Felipe Tepatlán,san felipe tepatlan,puebla
21061,Puebla,Eloxochitlán,eloxochitlan,puebla
21152,Puebla,Soltepec,soltepec,puebla
20552,Oaxaca,Tlacotepec Plumas,tlacotepec plumas,oaxaca
20564,Oaxaca,Yutanduchi de Guerrero,yutanduchi de guerrero,oaxaca
21027,Puebla,Caltepec,caltepec,puebla
22006,Querétaro,Corregidora,corregidora,queretaro
23011,Quintana Roo,Puerto Morelos,puerto morelos,quintana roo
20560,Oaxaca,Villa Díaz Ordaz,villa diaz ordaz,oaxaca
20528,Oaxaca,Santos Reyes Tepejillo,santos reyes tepejillo,oaxaca
21075,Puebla,Hueyapan,hueyapan,puebla
21102,Puebla,Nealtican,nealtican,puebla
21103,Puebla,Nicolás Bravo,nicolas bravo,puebla
21081,Puebla,Ixcamilpa de Guerrero,ixcamilpa de guerrero,puebla
21063,Puebla,Esperanza,esperanza,puebla
24031,San Luis Potosí,Santa Catarina,santa catarina,san luis potosi
21098,Puebla,Molcaxac,molcaxac,puebla
21114,Puebla,Puebla,puebla,puebla
21131,Puebla,San Juan Atzompa,san juan atzompa,puebla
23001,Quintana Roo,Cozumel,cozumel,quintana roo
20544,Oaxaca,Teococuilco de Marcos Pérez,teococuilco de marcos perez,oaxaca
21017,Puebla,Atempan,atempan,puebla
21210,Puebla,Zapotitlán de Méndez,zapotitlan de mendez,puebla
21153,Puebla,Tecali de Herrera,tecali de herrera,puebla
20530,Oaxaca,Santo Tomás Jalieza,santo tomas jalieza,oaxaca
21110,Puebla,Palmar de Bravo,palmar de bravo,puebla
21011,Puebla,Albino Zertuche,albino zertuche,puebla
21158,Puebla,Tenampulco,tenampulco,puebla
20551,Oaxaca,Tlacolula de Matamoros,tlacolula de matamoros,oaxaca
22001,Querétaro,Amealco de Bonfil,amealco de bonfil,queretaro
24039,San Luis Potosí,Tampamolón Corona,tampamolon corona,san luis potosi
21067,Puebla,Guadalupe Victoria,guadalupe victoria,puebla
21143,Puebla,San Salvador el Verde,san salvador el verde,puebla
21213,Puebla,Zihuateutla,zihuateutla,puebla
21020,Puebla,Atoyatempan,atoyatempan,puebla
21030,Puebla,Coatepec,coatepec,puebla
22002,Querétaro,Pinal de Amoles,pinal de amoles,queretaro
24006,San Luis Potosí,Catorce,catorce,san luis potosi
21076,Puebla,Hueytamalco,hueytamalco,puebla
21174,Puebla,Teziutlán,teziutlan,puebla
21146,Puebla,Santa Catarina Tlaltempan,santa catarina tlaltempan,puebla
24024,San Luis Potosí,Rioverde,rioverde,san luis potosi
21013,Puebla,Altepexi,altepexi,puebla
21026,Puebla,Calpan,calpan,puebla
21118,Puebla,Los Reyes de Juárez,los reyes de juarez,puebla
21005,Puebla,Acteopan,acteopan,puebla
21057,Puebla,Honey,honey,puebla
21200,Puebla,Xochiapulco,xochiapulco,puebla
22010,Querétaro,Landa de Matamoros,landa de matamoros,queretaro
20531,Oaxaca,Santo Tomás Mazaltepec,santo tomas mazaltepec,oaxaca
23003,Quintana Roo,Isla Mujeres,isla mujeres,quintana roo
24038,San Luis Potosí,Tampacán,tampacan,san luis potosi
21128,Puebla,San José Chiapa,san jose chiapa,puebla
21059,Puebla,Chinantla,chinantla,puebla
21041,Puebla,Cuautlancingo,cuautlancingo,puebla
21104,Puebla,Nopalucan,nopalucan,puebla
21206,Puebla,Zacapala,zacapala,puebla
21077,Puebla,Hueytlalpan,hueytlalpan,puebla
21092,Puebla,Juan N. Méndez,juan n. mendez,puebla
21129,Puebla,San José Miahuatlán,san jose miahuatlan,puebla
21133,Puebla,San Martín Totoltepec,san martin totoltepec,puebla
21100,Puebla,Naupan,naupan,puebla
21138,Puebla,San Nicolás de los Ranchos,san nicolas de los ranchos,puebla
20534,Oaxaca,San Vicente Coatlán,san vicente coatlan,oaxaca
21204,Puebla,Yaonáhuac,yaonahuac,puebla
21025,Puebla,Ayotoxco de Guerrero,ayotoxco de guerrero,puebla
21043,Puebla,Cuetzalan del Progreso,cuetzalan del progreso,puebla
21139,Puebla,San Pablo Anicano,san pablo anicano,puebla
21145,Puebla,San Sebastián Tlacotepec,san sebastian tlacotepec,puebla
21195,Puebla,Vicente Guerrero,vicente guerrero,puebla
21022,Puebla,Atzitzihuacán,atzitzihuacan,puebla
21028,Puebla,Camocuautla,camocuautla,puebla
21023,Puebla,Atzitzintla,atzitzintla,puebla
21150,Puebla,Huehuetlán el Grande,huehuetlan el grande,puebla
21001,Puebla,Acajete,acajete,puebla
21065,Puebla,General Felipe Ángeles,general felipe angeles,puebla
21019,Puebla,Atlixco,atlixco,puebla
21216,Puebla,Zoquiapan,zoquiapan,puebla
20547,Oaxaca,Teotongo,teotongo,oaxaca
21072,Puebla,Huehuetla,huehuetla,puebla
21054,Puebla,Chignautla,chignautla,puebla
21002,Puebla,Acateno,acateno,puebla
21130,Puebla,San Juan Atenco,san juan atenco,puebla
24033,San Luis Potosí,Santo Domingo,santo domingo,san luis potosi
21176,Puebla,Tilapa,tilapa,puebla
22013,Querétaro,Peñamiller,penamiller,queretaro
21115,Puebla,Quecholac,quecholac,puebla
21093,Puebla,Lafragua,lafragua,puebla
21095,Puebla,La Magdalena Tlatlauquitepec,la magdalena tlatlauquitepec,puebla
21007,Puebla,Ahuatlán,ahuatlan,puebla
21191,Puebla,Tulcingo,tulcingo,puebla
21127,Puebla,San Jerónimo Xayacatlán,san jeronimo xayacatlan,puebla
21050,Puebla,Chichiquila,chichiquila,puebla
21197,Puebla,Xicotepec,xicotepec,puebla
21173,Puebla,Teteles de Ávila Castillo,teteles de avila castillo,puebla
23004,Quintana Roo,Othón P. Blanco,othon p. blanco,quintana roo
21192,Puebla,Tuzamapan de Galeana,tuzamapan de galeana,puebla
24040,San Luis Potosí,Tamuín,tamuin,san luis potosi
21126,Puebla,San Jerónimo Tecuanipan,san jeronimo tecuanipan,puebla
22003,Querétaro,Arroyo Seco,arroyo seco,queretaro
21160,Puebla,Teotlalco,teotlalco,puebla
21109,Puebla,Pahuatlán,pahuatlan,puebla
21116,Puebla,Quimixtlán,quimixtlan,puebla
21212,Puebla,Zautla,zautla,puebla
24004,San Luis Potosí,Armadillo de los Infante,armadillo de los infante,san luis potosi
20541,Oaxaca,Tanetze de Zaragoza,tanetze de zaragoza,oaxaca
21068,Puebla,Hermenegildo Galeana,hermenegildo galeana,puebla
21053,Puebla,Chignahuapan,chignahuapan,puebla
21217,Puebla,Zoquitlán,zoquitlan,puebla
23008,Quintana Roo,Solidaridad,solidaridad,quintana roo
21169,Puebla,Tepexi de Rodríguez,tepexi de rodriguez,puebla
21039,Puebla,Cuautempan,cuautempan,puebla
21085,Puebla,Izúcar de Matamoros,izucar de matamoros,puebla
21091,Puebla,Juan Galindo,juan galindo,puebla
21113,Puebla,Piaxtla,piaxtla,puebla
21089,Puebla,Jopala,jopala,puebla
21055,Puebla,Chila,chila,puebla
21203,Puebla,Xochitlán Todos Santos,xochitlan todos santos,puebla
21087,Puebla,Jolalpan,jolalpan,puebla
22016,Querétaro,San Juan del Río,san juan del rio,queretaro
21008,Puebla,Ahuazotepec,ahuazotepec,puebla
21106,Puebla,Ocoyucan,ocoyucan,puebla
24028,San Luis Potosí,San Luis Potosí,san luis potosi,san luis potosi
20548,Oaxaca,Tepelmeme Villa de Morelos,tepelmeme villa de morelos,oaxaca
21088,Puebla,Jonotla,jonotla,puebla
21172,Puebla,Tetela de Ocampo,tetela de ocampo,puebla
21033,Puebla,Cohuecan,cohuecan,puebla
21124,Puebla,San Gabriel Chilac,san gabriel chilac,puebla
21188,Puebla,Tochimilco,tochimilco,puebla
21162,Puebla,Tepango de Rodríguez,tepango de rodriguez,puebla
20570,Oaxaca,Zimatlán de Álvarez,zimatlan de alvarez,oaxaca
21215,Puebla,Zongozotla,zongozotla,puebla
22007,Querétaro,Ezequiel Montes,ezequiel montes,queretaro
22017,Querétaro,Tequisquiapan,tequisquiapan,queretaro
23009,Quintana Roo,Tulum,tulum,quintana roo
24025,San Luis Potosí,Salinas,salinas,san luis potosi
21073,Puebla,Huehuetlán el Chico,huehuetlan el chico,puebla
21094,Puebla,Libres,libres,puebla
24036,San Luis Potosí,Tamasopo,tamasopo,san luis potosi
21134,Puebla,San Matías Tlalancaleca,san matias tlalancaleca,puebla
22015,Querétaro,San Joaquín,san joaquin,queretaro
20543,Oaxaca,Tataltepec de Valdés,tataltepec de valdes,oaxaca
21120,Puebla,San Antonio Cañada,san antonio canada,puebla
21046,Puebla,Chapulco,chapulco,puebla
24003,San Luis Potosí,Aquismón,aquismon,san luis potosi
21029,Puebla,Caxhuacan,caxhuacan,puebla
21147,Puebla,Santa Inés Ahuatempan,santa ines ahuatempan,puebla
21154,Puebla,Tecamachalco,tecamachalco,puebla
21196,Puebla,Xayacatlán de Bravo,xayacatlan de bravo,puebla
20539,Oaxaca,Soledad Etla,soledad etla,oaxaca
20555,Oaxaca,Trinidad Zaachila,trinidad zaachila,oaxaca
24032,San Luis Potosí,Santa María del Río,santa maria del rio,san luis potosi
21070,Puebla,Huatlatlauca,huatlatlauca,puebla
21202,Puebla,Xochitlán de Vicente Suárez,xochitlan de vicente suarez,puebla
20553,Oaxaca,Tlalixtac de Cabrera,tlalixtac de cabrera,oaxaca
21155,Puebla,Tecomatlán,tecomatlan,puebla
22005,Querétaro,Colón,colon,queretaro
21135,Puebla,San Miguel Ixitlán,san miguel ixitlan,puebla
21171,Puebla,Tepeyahualco de Cuauhtémoc,tepeyahualco de cuauhtemoc,puebla
21096,Puebla,Mazapiltepec de Juárez,mazapiltepec de juarez,puebla
21180,Puebla,Tlahuapan,tlahuapan,puebla
20566,Oaxaca,San Mateo Yucutindoo,san mateo yucutindoo,oaxaca
21012,Puebla,Aljojuca,aljojuca,puebla
21205,Puebla,Yehualtepec,yehualtepec,puebla
21004,Puebla,Acatzingo,acatzingo,puebla
21037,Puebla,Coyotepec,coyotepec,puebla
21166,Puebla,Tepeojuma,tepeojuma,puebla
21056,Puebla,Chila de la Sal,chila de la sal,puebla
21097,Puebla,Mixtla,mixtla,puebla
21185,Puebla,Tlapanalá,tlapanala,puebla
20559,Oaxaca,San Juan Bautista Valle Nacional,san juan bautista valle nacional,oaxaca
21038,Puebla,Cuapiaxtla de Madero,cuapiaxtla de madero,puebla
21165,Puebla,Tepemaxalco,tepemaxalco,puebla
21167,Puebla,Tepetzintla,tepetzintla,puebla
20554,Oaxaca,Totontepec Villa de Morelos,totontepec villa de morelos,oaxaca
21198,Puebla,Xicotlán,xicotlan,puebla
21156,Puebla,Tehuacán,tehuacan,puebla
21018,Puebla,Atexcal,atexcal,puebla
21036,Puebla,Coyomeapan,coyomeapan,puebla
21084,Puebla,Ixtepec,ixtepec,puebla
22008,Querétaro,Huimilpan,huimilpan,queretaro
21078,Puebla,Huitzilan de Serdán,huitzilan de serdan,puebla
21003,Puebla,Acatlán,acatlan,puebla
21142,Puebla,San Salvador el Seco,san salvador el seco,puebla
24037,San Luis Potosí,Tamazunchale,tamazunchale,san luis potosi
20567,Oaxaca,Zapotitlán Lagunas,zapotitlan lagunas,oaxaca
21090,Puebla,Juan C. Bonilla,juan c. bonilla,puebla
21014,Puebla,Amixtlán,amixtlan,puebla
21062,Puebla,Epatlán,epatlan,puebla
21105,Puebla,Ocotepec,ocotepec,puebla
21161,Puebla,Tepanco de López,tepanco de lopez,puebla
20558,Oaxaca,Valerio Trujano,valerio trujano,oaxaca
21015,Puebla,Amozoc,amozoc,puebla
21032,Puebla,Cohetzala,cohetzala,puebla
21044,Puebla,Cuyoaco,cuyoaco,puebla
21125,Puebla,San Gregorio Atzompa,san gregorio atzompa,puebla
21066,Puebla,Guadalupe,guadalupe,puebla
24002,San Luis Potosí,Alaquines,alaquines,san luis potosi
20532,Oaxaca,Santo Tomás Ocotepec,santo tomas ocotepec,oaxaca
20542,Oaxaca,Taniche,taniche,oaxaca
21052,Puebla,Chigmecatitlán,chigmecatitlan,puebla
21141,Puebla,San Pedro Yeloixtlahuaca,san pedro yeloixtlahuaca,puebla
21193,Puebla,Tzicatlacoyan,tzicatlacoyan,puebla
24027,San Luis Potosí,San Ciro de Acosta,san ciro de acosta,san luis potosi
20565,Oaxaca,Villa de Zaachila,villa de zaachila,oaxaca
22011,Querétaro,El Marqués,el marques,queretaro
21049,Puebla,Chiconcuautla,chiconcuautla,puebla
21074,Puebla,Huejotzingo,huejotzingo,puebla
20545,Oaxaca,Teotitlán de Flores Magón,teotitlan de flores magon,oaxaca
21010,Puebla,Ajalpan,ajalpan,puebla
21048,Puebla,Chiautzingo,chiautzingo,puebla
21163,Puebla,Tepatlaxco de Hidalgo,tepatlaxco de hidalgo,puebla
24030,San Luis Potosí,San Nicolás Tolentino,san nicolas tolentino,san luis potosi
21099,Puebla,Cañada Morelos,canada morelos,puebla
23010,Quintana Roo,Bacalar,bacalar,quintana roo
21168,Puebla,Tepexco,tepexco,puebla
21170,Puebla,Tepeyahualco,tepeyahualco,puebla
21190,Puebla,Totoltepec de Guerrero,totoltepec de guerrero,puebla
21208,Puebla,Zacatlán,zacatlan,puebla
21080,Puebla,Atlequizayan,atlequizayan,puebla
21083,Puebla,Ixtacamaxtitlán,ixtacamaxtitlan,puebla
21187,Puebla,Tlaxco,tlaxco,puebla
20557,Oaxaca,Unión Hidalgo,union hidalgo,oaxaca
21064,Puebla,Francisco Z. Mena,francisco z. mena,puebla
21201,Puebla,Xochiltepec,xochiltepec,puebla
21121,Puebla,San Diego la Mesa Tochimiltzingo,san diego la mesa tochimiltzingo,puebla
20538,Oaxaca,Sitio de Xitlapehua,sitio de xitlapehua,oaxaca
20549,Oaxaca,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca","heroica villa tezoatlan de segura y luna, cuna de la independencia de oaxaca",oaxaca
21175,Puebla,Tianguismanalco,tianguismanalco,puebla
23005,Quintana Roo,Benito Juárez,benito juarez,quintana roo
21137,Puebla,San Nicolás Buenos Aires,san nicolas buenos aires,puebla
21164,Puebla,Tepeaca,tepeaca,puebla
21079,Puebla,Huitziltepec,huitziltepec,puebla
21199,Puebla,Xiutetelco,xiutetelco,puebla
24005,San Luis Potosí,Cárdenas,cardenas,san luis potosi
21122,Puebla,San Felipe Teotlalcingo,san felipe teotlalcingo,puebla
21047,Puebla,Chiautla,chiautla,puebla
21069,Puebla,Huaquechula,huaquechula,puebla
21140,Puebla,San Pedro Cholula,san pedro cholula,puebla
21119,Puebla,San Andrés Cholula,san andres cholula,puebla
20540,Oaxaca,Villa de Tamazulápam del Progreso,villa de tamazulapam del progreso,oaxaca
21136,Puebla,San Miguel Xoxtla,san miguel xoxtla,puebla
21182,Puebla,Tlanepantla,tlanepantla,puebla
21214,Puebla,Zinacatepec,zinacatepec,puebla
21207,Puebla,Zacapoaxtla,zacapoaxtla,puebla
21009,Puebla,Ahuehuetitla,ahuehuetitla,puebla
21194,Puebla,Venustiano Carranza,venustiano carranza,puebla
23002,Quintana Roo,Felipe Carrillo Puerto,felipe carrillo puerto,quintana roo
31039,Yucatán,Ixil,ixil,yucatan
31067,Yucatán,Seyé,seye,yucatan
30088,Veracruz de Ignacio de la Llave,Jalcomulco,jalcomulco,veracruz de ignacio de la llave
30155,Veracruz de Ignacio de la Llave,Tantoyuca,tantoyuca,veracruz de ignacio de la llave
32052,Zacatecas,Villa García,villa garcia,zacatecas
31005,Yucatán,Bokobá,bokoba,yucatan
32018,Zacatecas,Huanusco,huanusco,zacatecas
30125,Veracruz de Ignacio de la Llave,Paso del Macho,paso del macho,veracruz de ignacio de la llave
31051,Yucatán,Mocochá,mococha,yucatan
31027,Yucatán,Dzidzantún,dzidzantun,yucatan
31077,Yucatán,Tekal de Venegas,tekal de venegas,yucatan
31068,Yucatán,Sinanché,sinanche,yucatan
30095,Veracruz de Ignacio de la Llave,Juchique de Ferrer,juchique de ferrer,veracruz de ignacio de la llave
30130,Veracruz de Ignacio de la Llave,Playa Vicente,playa vicente,veracruz de ignacio de la llave
30139,Veracruz de Ignacio de la Llave,Saltabarranca,saltabarranca,veracruz de ignacio de la llave
30198,Veracruz de Ignacio de la Llave,Zacualpan,zacualpan,veracruz de ignacio de la llave
30212,Veracruz de Ignacio de la Llave,Santiago Sochiapan,santiago sochiapan,veracruz de ignacio de la llave
31047,Yucatán,Maní,mani,yucatan
31079,Yucatán,Tekax,tekax,yucatan
30133,Veracruz de Ignacio de la Llave,Pueblo Viejo,pueblo viejo,veracruz de ignacio de la llave
30158,Veracruz de Ignacio de la Llave,Tecolutla,tecolutla,veracruz de ignacio de la llave
31029,Yucatán,Dzilam González,dzilam gonzalez,yucatan
31032,Yucatán,Espita,espita,yucatan
32003,Zacatecas,Atolinga,atolinga,zacatecas
30173,Veracruz de Ignacio de la Llave,Tezonapa,tezonapa,veracruz de ignacio de la llave
30141,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,san andres tuxtla,veracruz de ignacio de la llave
30127,Veracruz de Ignacio de la Llave,La Perla,la perla,veracruz de ignacio de la llave
30144,Veracruz de Ignacio de la Llave,Sayula de Alemán,sayula de aleman,veracruz de ignacio de la llave
31050,Yucatán,Mérida,merida,yucatan
32012,Zacatecas,Genaro Codina,genaro codina,zacatecas
30067,Veracruz de Ignacio de la Llave,Filomeno Mata,filomeno mata,veracruz de ignacio de la llave
32048,Zacatecas,Tlaltenango de Sánchez Román,tlaltenango de sanchez roman,zacatecas
30084,Veracruz de Ignacio de la Llave,Ixmatlahuacan,ixmatlahuacan,veracruz de ignacio de la llave
30113,Veracruz de Ignacio de la Llave,Naranjal,naranjal,veracruz de ignacio de la llave
30206,Veracruz de Ignacio de la Llave,Nanchital de Lázaro Cárdenas del Río,nanchital de lazaro cardenas del rio,veracruz de ignacio de la llave
31098,Yucatán,Tzucacab,tzucacab,yucatan
31056,Yucatán,Oxkutzcab,oxkutzcab,yucatan
31045,Yucatán,Kopomá,kopoma,yucatan
30124,Veracruz de Ignacio de la Llave,Papantla,papantla,veracruz de ignacio de la llave
31038,Yucatán,Hunucmá,hunucma,yucatan
30148,Veracruz de Ignacio de la Llave,Soledad de Doblado,soledad de doblado,veracruz de ignacio de la llave
31009,Yucatán,Cansahcab,cansahcab,yucatan
30126,Veracruz de Ignacio de la Llave,Paso de Ovejas,paso de ovejas,veracruz de ignacio de la llave
30154,Veracruz de Ignacio de la Llave,Tantima,tantima,veracruz de ignacio de la llave
30188,Veracruz de Ignacio de la Llave,Totutla,totutla,veracruz de ignacio de la llave
32037,Zacatecas,Pánuco,panuco,zacatecas
30083,Veracruz de Ignacio de la Llave,Ixhuatlán de Madero,ixhuatlan de madero,veracruz de ignacio de la llave
30203,Veracruz de Ignacio de la Llave,Zozocolco de Hidalgo,zozocolco de hidalgo,veracruz de ignacio de la llave
31074,Yucatán,Tahmek,tahmek,yucatan
30104,Veracruz de Ignacio de la Llave,Mecayapan,mecayapan,veracruz de ignacio de la llave
32056,Zacatecas,Zacatecas,zacatecas,zacatecas
30150,Veracruz de Ignacio de la Llave,Tamalín,tamalin,veracruz de ignacio de la llave
30069,Veracruz de Ignacio de la Llave,Gutiérrez Zamora,gutierrez zamora,veracruz de ignacio de la llave
32034,Zacatecas,Nochistlán de Mejía,nochistlan de mejia,zacatecas
30138,Veracruz de Ignacio de la Llave,Río Blanco,rio blanco,veracruz de ignacio de la llave
31053,Yucatán,Muna,muna,yucatan
31073,Yucatán,Tahdziú,tahdziu,yucatan
30117,Veracruz de Ignacio de la Llave,Omealca,omealca,veracruz de ignacio de la llave
30147,Veracruz de Ignacio de la Llave,Soledad Atzompa,soledad atzompa,veracruz de ignacio de la llave
30199,Veracruz de Ignacio de la Llave,Zaragoza,zaragoza,veracruz de ignacio de la llave
30105,Veracruz de Ignacio de la Llave,Medellín de Bravo,medellin de bravo,veracruz de ignacio de la llave
30106,Veracruz de Ignacio de la Llave,Miahuatlán,miahuatlan,veracruz de ignacio de la llave
31018,Yucatán,Chapab,chapab,yucatan
32004,Zacatecas,Benito Juárez,benito juarez,zacatecas
30089,Veracruz de Ignacio de la Llave,Jáltipan,jaltipan,veracruz de ignacio de la llave
31021,Yucatán,Chichimilá,chichimila,yucatan
31037,Yucatán,Huhí,huhi,yucatan
30090,Veracruz de Ignacio de la Llave,Jamapa,jamapa,veracruz de ignacio de la llave
30100,Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano,manlio fabio altamirano,veracruz de ignacio de la llave
31025,Yucatán,Dzán,dzan,yucatan
30193,Veracruz de Ignacio de la Llave,Veracruz,veracruz,veracruz de ignacio de la llave
32021,Zacatecas,Jiménez del Teul,jimenez del teul,zacatecas
32013,Zacatecas,General Enrique Estrada,general enrique estrada,zacatecas
32028,Zacatecas,Mezquital del Oro,mezquital del oro,zacatecas
30185,Veracruz de Ignacio de la Llave,Tlilapan,tlilapan,veracruz de ignacio de la llave
30096,Veracruz de Ignacio de la Llave,Landero y Coss,landero y coss,veracruz de ignacio de la llave
30122,Veracruz de Ignacio de la Llave,Pajapan,pajapan,veracruz de ignacio de la llave
30176,Veracruz de Ignacio de la Llave,Tlacojalpan,tlacojalpan,veracruz de ignacio de la llave
30082,Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste,ixhuatlan del sureste,veracruz de ignacio de la llave
32057,Zacatecas,Trancoso,trancoso,zacatecas
30210,Veracruz de Ignacio de la Llave,Uxpanapa,uxpanapa,veracruz de ignacio de la llave
31086,Yucatán,Tepakán,tepakan,yucatan
30077,Veracruz de Ignacio de la Llave,Isla,isla,veracruz de ignacio de la llave
31002,Yucatán,Acanceh,acanceh,yucatan
31089,Yucatán,Ticul,ticul,yucatan
30135,Veracruz de Ignacio de la Llave,Rafael Delgado,rafael delgado,veracruz de ignacio de la llave
31093,Yucatán,Tixkokob,tixkokob,yucatan
30187,Veracruz de Ignacio de la Llave,Tonayán,tonayan,veracruz de ignacio de la llave
32014,Zacatecas,General Francisco R. Murguía,general francisco r. murguia,zacatecas
30128,Veracruz de Ignacio de la Llave,Perote,perote,veracruz de ignacio de la llave
31099,Yucatán,Uayma,uayma,yucatan
31008,Yucatán,Calotmul,calotmul,yucatan
31065,Yucatán,San Felipe,san felipe,yucatan
31024,Yucatán,Chumayel,chumayel,yucatan
31049,Yucatán,Mayapán,mayapan,yucatan
31040,Yucatán,Izamal,izamal,yucatan
30091,Veracruz de Ignacio de la Llave,Jesús Carranza,jesus carranza,veracruz de ignacio de la llave
31031,Yucatán,Dzoncauich,dzoncauich,yucatan
30207,Veracruz de Ignacio de la Llave,Tres Valles,tres valles,veracruz de ignacio de la llave
31013,Yucatán,Conkal,conkal,yucatan
31007,Yucatán,Cacalchén,cacalchen,yucatan
32022,Zacatecas,Juan Aldama,juan aldama,zacatecas
31052,Yucatán,Motul,motul,yucatan
31091,Yucatán,Tinum,tinum,yucatan
30092,Veracruz de Ignacio de la Llave,Xico,xico,veracruz de ignacio de la llave
30086,Veracruz de Ignacio de la Llave,Jalacingo,jalacingo,veracruz de ignacio de la llave
30123,Veracruz de Ignacio de la Llave,Pánuco,panuco,veracruz de ignacio de la llave
30172,Veracruz de Ignacio de la Llave,Texistepec,texistepec,veracruz de ignacio de la llave
30093,Veracruz de Ignacio de la Llave,Jilotepec,jilotepec,veracruz de ignacio de la llave
30201,Veracruz de Ignacio de la Llave,Zongolica,zongolica,veracruz de ignacio de la llave
31004,Yucatán,Baca,baca,yucatan
31022,Yucatán,Chikindzonot,chikindzonot,yucatan
31092,Yucatán,Tixcacalcupul,tixcacalcupul,yucatan
32047,Zacatecas,Teúl de González Ortega,teul de gonzalez ortega,zacatecas
30112,Veracruz de Ignacio de la Llave,Naolinco,naolinco,veracruz de ignacio de la llave
30194,Veracruz de Ignacio de la Llave,Villa Aldama,villa aldama,veracruz de ignacio de la llave
32050,Zacatecas,Vetagrande,vetagrande,zacatecas
30074,Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,huiloapan de cuauhtemoc,veracruz de ignacio de la llave
30120,Veracruz de Ignacio de la Llave,Oteapan,oteapan,veracruz de ignacio de la llave
